,Text,Clean Text,Subjectivity,Polarity,Analysis
0,"Russia's cyber threats are placing pressure on the U.S. the Department of Homeland Security completed their largest hiring spree every this past summer, and still needs more employees. Read more about the U.S.'s need for cyber professionals.
#cybersecurity
https://t.co/yGQUkuFSJ6 https://t.co/tw6Rj0nrw3","Russia's cyber threats are placing pressure on the U.S. the Department of Homeland Security completed their largest hiring spree every this past summer, and still needs more employees. Read more about the U.S.'s need for cyber professionals.
cybersecurity
 ",0.4166666666666667,0.25,1
2,"Despite ongoing efforts by organisations to protect their networks, the #Log4j vulnerability will likely remain in systems for a decade or longer, according to a new report from the US Department of Homeland Security. #cybersecurity #infosec https://t.co/uGWOCk7tEa","Despite ongoing efforts by organisations to protect their networks, the Log4j vulnerability will likely remain in systems for a decade or longer, according to a new report from the US Department of Homeland Security. cybersecurity infosec ",0.7272727272727273,0.06818181818181818,1
3,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
4,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
5,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
6,"A computer #vulnerability discovered last year in a ubiquitous piece of software is an “endemic” problem that will pose #security risks for potentially a decade or more, according to a new #cybersecurity panel created by President Joe Biden. #Log4j 

https://t.co/3LA7KdXz4L","A computer vulnerability discovered last year in a ubiquitous piece of software is an “endemic” problem that will pose security risks for potentially a decade or more, according to a new cybersecurity panel created by President Joe Biden. Log4j 

",0.5053030303030303,0.1590909090909091,1
7,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
8,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
10,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
12,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
13,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
15,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
16,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
17,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
18,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
19,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
20,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
21,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
22,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
23,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
24,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
25,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
26,"U.S. Department of Homeland Security (#DHS) release the #Cyber Safety Review Board’s (CSRB) first report, which includes 19 actionable #Log4j recommendations for government and industry. 👉 https://t.co/A0pVMFICsT #cybersecurity","U.S. Department of Homeland Security (DHS) release the Cyber Safety Review Board’s (CSRB) first report, which includes 19 actionable Log4j recommendations for government and industry. 👉  cybersecurity",0.3333333333333333,0.25,1
27,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
28,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
29,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
30,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
31,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
32,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
33,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
34,"U.S. Department of Homeland Security (#DHS) release the #Cyber Safety Review Board’s (CSRB) first report, which includes 19 actionable #Log4j recommendations for government and industry. 👉 https://t.co/PReN1Hfu3H #cybersecurity","U.S. Department of Homeland Security (DHS) release the Cyber Safety Review Board’s (CSRB) first report, which includes 19 actionable Log4j recommendations for government and industry. 👉  cybersecurity",0.3333333333333333,0.25,1
35,"U.S. Department of Homeland Security (#DHS) release the #Cyber Safety Review Board’s (CSRB) first report, which includes 19 actionable #Log4j recommendations for government and industry. 👉 https://t.co/ngQaGSKygt #cybersecurity","U.S. Department of Homeland Security (DHS) release the Cyber Safety Review Board’s (CSRB) first report, which includes 19 actionable Log4j recommendations for government and industry. 👉  cybersecurity",0.3333333333333333,0.25,1
36,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
37,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
38,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
39,"U.S. Department of Homeland Security (#DHS) release the #Cyber Safety Review Board’s (CSRB) first report, which includes 19 actionable #Log4j recommendations for government and industry. 👉 https://t.co/U9jJedXJYa #cybersecurity","U.S. Department of Homeland Security (DHS) release the Cyber Safety Review Board’s (CSRB) first report, which includes 19 actionable Log4j recommendations for government and industry. 👉  cybersecurity",0.3333333333333333,0.25,1
40,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
41,"U.S. Department of Homeland Security (#DHS) release the #Cyber Safety Review Board’s (CSRB) first report, which includes 19 actionable #Log4j recommendations for government and industry. 👉 https://t.co/FH4vjHCBKI #cybersecurity","U.S. Department of Homeland Security (DHS) release the Cyber Safety Review Board’s (CSRB) first report, which includes 19 actionable Log4j recommendations for government and industry. 👉  cybersecurity",0.3333333333333333,0.25,1
42,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
47,"There is no evidence of systemic voter fraud in any US state during the 2020 presidential election...The Department of Homeland Security's cybersecurity agency and Stanford researchers found the election was secure. In other words, TRUMP AND HIS FOLLOWERS ARE LYING.","There is no evidence of systemic voter fraud in any US state during the 2020 presidential election...The Department of Homeland Security's cybersecurity agency and Stanford researchers found the election was secure. In other words, TRUMP AND HIS FOLLOWERS ARE LYING.",0.4875,0.1375,1
48,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
49,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
50,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
51,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
52,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
53,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
54,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
55,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
56,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
57,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
58,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
59,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
60,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
61,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
62,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
63,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
64,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
65,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
66,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
67,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
68,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
69,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
70,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
71,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
72,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
73,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
74,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
75,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
76,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
77,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
78,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
79,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
80,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
81,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
82,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
83,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
84,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
85,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
86,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
87,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
88,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
89,RT @APFactCheck: How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…, How do we know? The results were subject to numerous audits and reviews. Litigation seeking to challenge the results was u…,0.41666666666666663,-0.08333333333333333,0
95,RT @SenateCloakroom: Confirmed by voice vote: Executive Calendar #176 Jen Easterly to be Director of the Cybersecurity and Infrastructure S…, Confirmed by voice vote: Executive Calendar 176 Jen Easterly to be Director of the Cybersecurity and Infrastructure S…,1.0,0.4,1
96,"able to use the hack to spy on private companies like the elite cybersecurity firm FireEye and the upper echelons of the US Government, including the Department of Homeland Security and Treasury Department.","able to use the hack to spy on private companies like the elite cybersecurity firm FireEye and the upper echelons of the US Government, including the Department of Homeland Security and Treasury Department.",0.35,0.075,1
100,RT @eelarson: Dominion last week subpoenaed Trump's top cybersecurity official at the Department of Homeland Security whom he fired for ref…, Dominion last week subpoenaed Trump's top cybersecurity official at the Department of Homeland Security whom he fired for ref…,0.2833333333333333,0.25,1
101,RT @eelarson: Dominion last week subpoenaed Trump's top cybersecurity official at the Department of Homeland Security whom he fired for ref…, Dominion last week subpoenaed Trump's top cybersecurity official at the Department of Homeland Security whom he fired for ref…,0.2833333333333333,0.25,1
102,"Dominion last week subpoenaed Trump's top cybersecurity official at the Department of Homeland Security whom he fired for refusing to question the election; as well as Georgia Secretary of State Brad Raffensperger, whom Trump pressured to ""find"" votes https://t.co/i6oGfsoO7C","Dominion last week subpoenaed Trump's top cybersecurity official at the Department of Homeland Security whom he fired for refusing to question the election; as well as Georgia Secretary of State Brad Raffensperger, whom Trump pressured to ""find"" votes ",0.2833333333333333,0.25,1
